key(String),amplitude(double),node(number),seconds(number)
"-M8wNk15Rg2DaE5set_X","2261","1","143.436"
"-M8wNk91IA84srQBGOht","1902","2","144.191"
"-M8wNkEekvkIeFH_DjiX","2157","2","144.551"
"-M8wNkKH3oxIXB7mzDxC","1490","2","144.911"
"-M8wNkPuQ_7mc2JA5yr0","1339","2","145.271"
"-M8wNkQLmu2w-711MjgC","4711","4","145.13"
"-M8wNkTEQ27AvTHR1nUY","477","1","145.236"
"-M8wNkVXJUiWgGT_vVtQ","2142","2","145.631"
"-M8wNkVy9OOYe7M77zmr","1984","4","145.49"
"-M8wNkYbm38YJdp8o7yk","668","0","145.621"
"-M8wNkYqfv_7hqAOJMZD","1094","1","145.595"
"-M8wNka9UfAEKkGCiQpM","667","2","145.991"
"-M8wNkaa2FPReEAlerCM","4384","4","145.851"
"-M8wNkdDiKFnT7bbAV-B","437","0","145.98"
"-M8wNkdTnMHKOStwlsLS","867","1","145.956"
"-M8wNkg91BYXN_NEPwAj","2952","4","146.207"
"-M8wNkirwm_OjRXQ2280","777","0","146.34"
"-M8wNklm8DPJYX52BpXd","2370","4","146.567"
"-M8wNkrPjINJeiRYGdy_","1713","4","146.927"
"-M8wNkx2614i1nCZpFJy","2235","4","147.287"
"-M8wNkzy7ySoC-g92etJ","1747","1","147.396"
"-M8wNl1jycMp0d4pwi0y","2166","4","147.651"
"-M8wNl7MiBHV5BEsELT7","1228","4","148.01"
"-M8wNl9zEjiFZndm7r7Y","610","0","148.141"
"-M8wNlCydOIMVdBtRrVH","1238","4","148.37"
"-M8wNlFbtpgjvkVmrKTE","764","0","148.501"
"-M8wNlFqAlWMDWDycNxX","373","1","148.476"
"-M8wNlIaZJ_Seivx8_mc","1253","4","148.73"
"-M8wNlOWk9_EqoVIzTff","2192","4","149.11"
"-M8wNlrzUee8oPbq9gfI","408","0","151.02"
"-M8wNlsDpgPdYI1bynjr","2876","1","150.995"
"-M8wNlxbuaEmaOJC34Xw","356","0","151.38"
"-M8wNm2T2ZHniLHm98xf","3083","1","151.715"
"-M8wNmJMQxhdsAQOMvWX","659","1","152.796"
"-M8wNmebIzMF9VmKvSl2","478","0","154.261"
"-M8wNn0LiBdxCO9W95dD","1518","1","155.675"
"-M8wNnBMsOWyMUa6HKZt","438","0","156.42"
"-M8wNnGz8YuTlxtMlriD","536","0","156.781"
"-M8wNnHDMua5aJD-TYKY","2904","1","156.755"
"-M8wNnMbePKutAVYHyrS","506","0","157.141"
"-M8wNnSEzD2lLQeSTw0D","290","0","157.501"
"-M8wNnXr2rnHd0Z0QweC","256","0","157.861"
"-M8wNncUxLKHCwubJjyL","298","0","158.221"
"-M8wNni68KCFIAuHa3UV","289","0","158.581"
"-M8wNnnyd3BKtDn7E_Dd","2431","1","158.916"
"-M8wNnqtwPmspvVXj-sm","1036","3","159.256"
"-M8wNnta3kLdVgILUKVT","2491","1","159.275"
"-M8wNnyzpzV44-a44cuT","300","0","159.66"
"-M8wNnzDLrbDqBXCYeJK","3038","1","159.636"
"-M8wNo3qTVniFY3EoayW","3138","1","159.995"
"-M8wNo9EKvKpluDxNtda","269","0","160.381"
"-M8wNoF6BKqAMt0aGwzA","559","1","160.716"
"-M8wNoKiHNt3doUaBFt7","3033","1","161.076"
"-M8wNoNldF8F0bnzqvZx","1164","4","161.349"
"-M8wNoQ64xDfeAVjf8hl","670","0","161.461"
"-M8wNoTN67at1TyhF9Cl","1596","4","161.708"
"-M8wNoVjbAShx56-7exd","1074","0","161.82"
"-M8wNolqQBoyVIxxySvO","1198","1","162.875"
"-M8wNox6YUSdR6XgMhDO","2000","1","163.597"
"-M8wNpCj5USYACLtZeQb","1387","0","164.7"
"-M8wNpFuoPH-jrwMVLrw","1955","3","165.016"
"-M8wNpIMPOZWJPJHqnox","316","0","165.061"
"-M8wNpNz_DEie6OXXfj4","344","0","165.421"
"-M8wNpTq83QQvLwqxGTO","880","1","165.755"
"-M8wNpdr3KRmqpU5m_c3","525","0","166.5"
"-M8wNpjU0zt9LV2iF7vF","358","0","166.861"
"-M8wNppL28ww0ShaW2FZ","1106","1","167.195"
"-M8wNq89AFFzFG8kLN5b","2237","3","168.616"
"-M8wNqJPNr1g3jcclUq6","1338","3","169.336"
"-M8wNqXLWygyqn-kx8Am","422","1","170.076"
"-M8wNqbyZRsri7pnP3cB","637","1","170.436"
"-M8wNqhacGZO047aRIoB","658","1","170.795"
"-M8wNqnDEE4a2zk4-U9m","720","1","171.155"
"-M8wNqq80_viQaWosMaV","975","3","171.496"
"-M8wNqsqB6239uAv1yFt","598","1","171.516"
"-M8wNqyTOGG6223X40iY","525","1","171.876"
"-M8wNr35UpUbUrCfSES4","373","1","172.235"
"-M8wNr8VIp9y1EZKOXhw","286","0","172.621"
"-M8wNrE6BMXGe6oV3nab","288","0","172.981"
"-M8wNrJjAGC-xbA4wGt6","722","0","173.341"
"-M8wNrPMKGW7vN7SPU-I","1301","0","173.7"
"-M8wNrUzhhOEdz6erhlz","1759","0","174.061"
"-M8wNr_bBQAJ5GvlKdQI","390","0","174.421"
"-M8wNrfEzLTluMc2Uiaf","450","0","174.781"
"-M8wNrkrK1P6L5tl7E9W","533","0","175.141"
"-M8wNrqUYSu6C28tgLdI","474","0","175.501"
"-M8wNrte-cYzK0bVO27J","1311","3","175.816"
"-M8wNrzH1smdKAsa-ADz","2106","3","176.176"
"-M8wNs0yAAadFT9H_AkZ","2224","1","176.195"
"-M8wNs6MOgtH9ljyN6MA","1480","0","176.581"
"-M8wNsBz9XF6Fy1Hqvwa","254","0","176.941"
"-M8wNsHbmXjGkg-XFnOg","396","0","177.301"
"-M8wNsNEUaxEr030ToZt","333","0","177.661"
"-M8wNsSrEm6rOgeVg-SL","1194","0","178.021"
"-M8wNsT5AkwTWuihXmrB","2738","1","177.996"
"-M8wNsW2tGbMUns3ai6U","1572","3","178.337"
"-M8wNsYUPzJrRfcMUHDg","1924","0","178.381"
"-M8wNsYitVX8uWSoe3GG","1833","1","178.355"
"-M8wNsaee1S9c0CzoG1V","1010","3","178.696"
"-M8wNsijV73xQVgaPNcd","624","0","179.101"
"-M8wNsoMO_nunxwjpUwr","321","0","179.461"
"-M8wNsoa06FdE80tas4N","3252","1","179.436"
"-M8wNstzHek9Mr9LD7Ce","290","0","179.821"
"-M8wNszbQfIPS-GYCpn9","398","0","180.181"
"-M8wNt4EOAMBlNPNWwjV","2174","0","180.541"
"-M8wNtA6ZG1kCU3SJo4G","3065","1","180.876"
"-M8wNtFjARqsFKK9dUxu","2005","1","181.236"
"-M8wNtL761-bgpcmasHP","826","0","181.621"
"-M8wNtLLU0bzUZmRdwSy","3215","1","181.595"
"-M8wNtQzxGwWYS4dc22c","2425","1","181.956"
"-M8wNtWMfmaIr0qidjfc","262","0","182.34"
"-M8wNtWbeBAQ63k7jQtY","2093","1","182.317"
"-M8wNtazbYOtSkM5EVLO","332","0","182.7"
"-M8wNtbDkFbymVm5uKjz","2716","1","182.675"
"-M8wNtgbIY2oBkcLLiPg","1444","0","183.061"
"-M8wNtgqvvAHDIw088wI","2505","1","183.036"
"-M8wNtmEnpvip2ukgA2u","1248","0","183.421"
"-M8wNtxUMMp-MI9AFkOJ","330","0","184.14"
"-M8wNtxi26hi4a58klss","1938","1","184.115"
"-M8wNu26IvzYx0wfkALb","273","0","184.5"
"-M8wNu2LBX174XBZz24k","1661","1","184.475"
"-M8wNu7ym-Rh_o4ewOkB","2502","1","184.836"
"-M8wNuGWMxBnlv6PBgVL","3490","3","185.536"
"-M8wNuJD-oJT5GCcRQ7v","2934","1","185.555"
"-M8wNuM8uVsRCb-Oj4nc","5875","3","185.896"
"-M8wNuOrEAU0YJX1jth3","2865","1","185.916"
"-M8wNuRlb1rYhmcm-VEi","2702","3","186.255"
"-M8wNuUEt3TBzwZSnp6e","1704","0","186.301"
"-M8wNuUTYinc78sjNXuy","3128","1","186.275"
"-M8wNuXPwJCiB6JGX43u","2598","3","186.616"
"-M8wNuXYgTrfY63J7PdO","1819","4","186.55"
"-M8wNuZrrhRW86pFMPqR","504","0","186.661"
"-M8wNuc1N7v2we3LO3gA","4194","3","186.976"
"-M8wNucAJSrt0gsepgYE","1167","4","186.911"
"-M8wNueibdqOw-_liDTX","2411","1","186.996"
"-M8wNuhejfUwfbSiUyne","3206","3","187.336"
"-M8wNukLe1gdETFTr5iR","689","1","187.355"
"-M8wNusupIBV1Xi_9jfc","5972","3","188.056"
"-M8wNuvME6BQt3HicW_3","436","0","188.101"
"-M8wNuyWxiHocbxJbEjd","1891","3","188.416"
"-M8wNv-z60MfMWnKMJEd","1577","0","188.461"
"-M8wNv38NaIgzdNIr2He","3630","3","188.776"
"-M8wNvBEYzlp0SM2AywE","375","0","189.181"
"-M8wNvGrBolrFUfIiZNa","330","0","189.54"
"-M8wNvK1hcmLkwoZ2i-I","5469","3","189.856"
"-M8wNvMUHCyQHUIM4EdS","491","0","189.901"
"-M8wNvMi9p6JttggWnD_","536","1","189.876"
"-M8wNvPeOdG5ZcmpvJaL","3285","3","190.216"
"-M8wNvSLCmuhummgpIrY","1566","1","190.236"
"-M8wNv_umt2ppCMinfUe","1183","3","190.936"
"-M8wNvcMrqfFwBtRw3iq","802","0","190.981"
"-M8wNvfacw48HsevYBCM","1026","4","191.226"
"-M8wNvhzmqtC5DtjVGHF","400","0","191.34"
"-M8wNviDjqVR-VNEvDIh","1728","1","191.315"
"-M8wNvl9MepMNSJDB7zf","1029","3","191.656"
"-M8wNvnbG333bMW4PYw3","328","0","191.7"
"-M8wNvnqv9eDqN8fD6jw","1690","1","191.676"
"-M8wNvtE_GY6VBRyV3er","916","0","192.061"
"-M8wNvwPR3j0Qee9bnIE","3427","3","192.376"
"-M8wNvz5crDaEwlH0QHx","3230","1","192.396"
"-M8wNw11NS7KTrb0bMNC","2798","3","192.736"
"-M8wNw3iDjrA2BntWNWA","3261","1","192.755"
"-M8wNw6dzLVnotj9W7XO","1399","3","193.096"
"-M8wNw96FvcGVGAhfVF7","445","0","193.141"
"-M8wNwEjtBPhz-zRmfFn","340","0","193.501"
"-M8wNwKMIN2YPyBrAmEl","334","0","193.861"
"-M8wNwKapLEMfqeoEL2n","1919","1","193.836"
"-M8wNwPzgbPGoAoLBiVQ","1418","0","194.221"
"-M8wNwQDA5yqZbnpUIOY","858","1","194.196"
"-M8wNwVbw_XMLAs3yASK","2108","0","194.58"
"-M8wNwVqAsxZ2xbej04y","2665","1","194.556"
"-M8wNwYmrilGCOdMff5j","1730","3","194.896"
"-M8wNwdOnxXIB0yt3Zm8","3209","3","195.256"
"-M8wNwfrkmFb_GAQZcV1","560","0","195.301"
"-M8wNwj0S2hJqKCCqLH2","2143","3","195.616"
"-M8wNwlUUAbmW_6Lek-J","342","0","195.661"
"-M8wNwoeH1XpEBH4Mh-p","1723","3","195.976"
"-M8wNwr7ktg1ikNtW6iD","437","0","196.021"
"-M8wNwuH-hq_vSZaPaus","2720","3","196.336"
"-M8wNwwjrUvAIli60CGd","359","0","196.381"
"-M8wNx1MqcVHtS1-Ogyh","322","0","196.74"
"-M8wNx4XG01uMNDnVaDO","1603","3","197.056"
"-M8wNx6zvXg9xHSySpW4","468","0","197.101"
"-M8wNx7DNq52cUXMUuzr","1356","1","197.076"
"-M8wNxA8sMMEsT_BYLDv","2584","3","197.416"
"-M8wNxCbGCrsk2lbm7LH","430","0","197.461"
"-M8wNxCpTDcCxF15UaLr","2082","1","197.435"
"-M8wNxFmyuxoElIiiMhZ","1859","3","197.776"
"-M8wNxIEyCWb-AgOv_xa","379","0","197.82"
"-M8wNxITyaoCax_LRBWT","2897","1","197.795"
"-M8wNxLOrNUosbtD4Ei0","2115","3","198.136"
"-M8wNxNr9Yx4VS_YsVVk","332","0","198.18"
"-M8wNxO5tIQWIqTS_41u","654","1","198.155"
"-M8wNxR1Paqptnf3f1il","2571","3","198.496"
"-M8wNxTU45N5O9JnLBKA","351","0","198.541"
"-M8wNxWecWwVViN-ByPq","2478","3","198.856"
"-M8wNxZ6Y3uq-QGkdjLN","276","0","198.9"
"-M8wNxbH38dUNYuubzLU","1174","3","199.216"
"-M8wNxgtjD1nRlOaOdoM","2109","3","199.576"
"-M8wNxmWhAtH2b7pBgvt","8197","3","199.935"
"-M8wNxozsSWxRlCijPC1","524","0","199.98"
"-M8wNxs9Gb-BeYBEBnGj","3906","3","200.296"
"-M8wNxubSa1qtOZYYHQT","548","0","200.34"
"-M8wNxx8yLfqGJmH-Cee","1368","2","200.711"
"-M8wNxxmKk2VK9tvYFiv","3232","3","200.656"
"-M8wNy-EaW9Nrf86QjJ8","746","0","200.7"
"-M8wNy-TUeDPzy2BA3il","1521","1","200.675"
"-M8wNy1msUgAINIZzIDP","1346","2","201.071"
"-M8wNy4rFj8Tku5af6Ei","823","0","201.06"
"-M8wNy7OXjCaazuoo-jL","1002","2","201.431"
"-M8wNyAUeZXTlIzIgE4u","669","0","201.421"
"-M8wNyDd40EwZgbd6hPb","2430","3","201.736"
"-M8wNyG6v3IfkSR8gZ_E","794","0","201.781"
"-M8wNyGMQQ-nd9vyzebh","374","1","201.756"
"-M8wNyJG1hTX_d0ly83F","1713","3","202.096"
"-M8wNyLjj45U_3QkK8CB","692","0","202.14"
"-M8wNyLy_y9QPENBXNZU","1224","1","202.116"
"-M8wNyOuNHnK-25K_585","3812","3","202.456"
"-M8wNyRMFDk-URgX7G8X","712","0","202.501"
"-M8wNyRaAzUTQFo9GVDf","624","1","202.476"
"-M8wNyWz6LNsiLtDilP0","716","0","202.861"
"-M8wNyXDblb0uJn980m9","2483","1","202.836"
"-M8wNy_8oGfEVLUP6iGm","1519","3","203.176"
"-M8wNybq0NrABQRNVBNF","2238","1","203.196"
"-M8wNyely91G4mY0Obap","2328","3","203.536"
"-M8wNysULG_Y5BRFr9Ni","1277","0","204.301"
"-M8wNyy69akchMRurZD5","976","0","204.66"
"-M8wNyyMUCvXiokwAE6M","379","1","204.637"
"-M8wNz2jDNSnHZpp3UON","770","0","205.02"
"-M8wNz8MLBcs1IJtvY2l","948","0","205.381"
"-M8wNzDzP9UuwO-HhHtG","377","0","205.741"
"-M8wNzED1WMjTNpmlqKl","1526","1","205.715"
"-M8wNzH9EPu8zWmZzRTd","4533","3","206.056"
"-M8wNzJqWlm32nCNINlQ","2922","1","206.075"
"-M8wNzV5S8sKT1_Mtb4Q","813","1","206.796"
"-M8wNziL2wPrJxsDxFH0","6038","4","207.787"
"-M8wNzkysqI48vTB2ajG","3250","1","207.876"
"-M8wNznul3lubKbpl_Cj","1006","3","208.216"
"-M8wNznyx2CqWgND9uG8","2665","4","208.147"
"-M8wNzqMN9cXC5cyfnCL","283","0","208.26"
"-M8wNzqa6yrTpmd_0JWe","571","1","208.235"
"-M8wNztahvsg1O0tqtTp","8414","4","208.506"
"-M8wO-38AUndKadZkdPm","674","2","209.351"
"-M8wO-6ECImrFgf5GZID","296","0","209.341"
"-M8wO-8mGVyZtqC9A4bu","2033","2","209.711"
"-M8wO-Br3Nzq0gNINP1m","343","0","209.701"
"-M8wO-HUQJvNi_U6JLw_","264","0","210.06"
"-M8wO-NLLlGN3EG2bK7f","2867","1","210.396"
"-M8wO-SyIb10c0Wgyyoz","709","1","210.755"
"-M8wO-czNsMHDshHsYf2","376","0","211.501"
"-M8wO-fX_foLsQbw9d92","712","2","211.871"
"-M8wO-ibOtJ3mLyMYZkU","582","0","211.86"
"-M8wO-oEMfMvwabyokNr","586","0","212.22"
"-M8wO-rUl_oo0JNmZcFc","8852","4","212.468"
"-M8wO-trwMl5krqWI5p3","304","0","212.581"
"-M8wO-wPGjhhKATWyjrC","1998","2","212.951"
"-M8wO011-qiR-LBvJkqy","2349","2","213.311"
"-M8wO06eM95JgDA9pqVN","974","2","213.672"
"-M8wO09jAmfitZqNhKQZ","395","0","213.661"
"-M8wO0CHbYlu9lHyWDO8","2442","2","214.031"
"-M8wO0FMjFMYQqG5SptT","386","0","214.021"
"-M8wO0FauZCcd9MUMcPp","477","1","213.996"
"-M8wO0HtBc5WIIUbAfwX","3747","2","214.391"
"-M8wO0KzdmMRrWtQu5KY","309","0","214.38"
"-M8wO0LDaVdgEDrvilNu","471","1","214.356"
"-M8wO0NXAgQAf0yIqJGG","4481","2","214.751"
"-M8wO0QbqJkNQUwjGu7W","258","0","214.74"
"-M8wO0T9vg5Sc5X0l6HA","2220","2","215.111"
"-M8wO0WEFvBG4SKrXBs5","318","0","215.101"
"-M8wO0YmRKsy0vi2-bkh","2092","2","215.472"
"-M8wO0ZPFBrYI1K4NSsg","5137","3","215.416"
"-M8wO0ar37D9rMafh2r2","268","0","215.46"
"-M8wO0dPopnOubUMTqa4","1002","2","215.831"
"-M8wO0e0fd9D7XbVovqP","8667","3","215.776"
"-M8wO0gUzD2QBj3CxHD_","286","0","215.821"
"-M8wO0jdmynDxvfEOvfo","2283","3","216.136"
"-M8wO0m62aThzGJKKKdm","294","0","216.18"
"-M8wO0pGrjdB6IHJkC2l","1520","3","216.496"
"-M8wO0ryPN2zdXN3qFYR","2153","1","216.515"
"-M8wO0utj7PX0iqlUOt7","2474","3","216.856"
"-M8wO0xM6iK9kyXm3E1V","1158","0","216.901"
"-M8wO1-XU-M6NsC4us6U","1445","3","217.216"
"-M8wO11z-r43FF5EQuQN","906","0","217.261"
"-M8wO17bBnPK57NreL3b","1894","0","217.62"
"-M8wO1DEfsmMz3orwRWs","808","0","217.98"
"-M8wO1DTWoe9GiFQTh_F","3089","1","217.955"
"-M8wO1IrYXzOqPLTFXqC","358","0","218.341"
"-M8wO1J5xsp8fg8k7muI","2931","1","218.316"
"-M8wO1M1X45vBPachGvy","3607","3","218.656"
"-M8wO1OUfNmwtFegBmy9","347","0","218.7"
"-M8wO1Oif5Xy5WF8vtB6","2449","1","218.676"
"-M8wO1Relqn91rSAGAfd","3125","3","219.016"
"-M8wO1U6KZPaU6UYuwm9","345","0","219.061"
"-M8wO1ULu0U-d7BjBeXU","2671","1","219.035"
"-M8wO1XHNq196Zhrs4kK","3356","3","219.376"
"-M8wO1ZiSqDyskY-3T0Q","616","0","219.42"
"-M8wO1Zye5ESaUwX0ErN","554","1","219.395"
"-M8wO1btnh6vA6hNknHZ","5372","3","219.736"
"-M8wO1eMIvmxzB3BPyZu","543","0","219.78"
"-M8wO1gunL1iG3xzsqh1","3112","2","220.151"
"-M8wO1hWukVwIsewP-zP","4043","3","220.096"
"-M8wO1jz75U97qISg0BZ","2274","0","220.141"
"-M8wO1mXHQOKecMG1Wk3","1429","2","220.511"
"-M8wO1n97Kx5ZH5scvkx","1938","3","220.456"
"-M8wO1pbH1YXB-1sqt_g","360","0","220.5"
"-M8wO1smqkxHyTAUDleC","1587","3","220.816"
"-M8wO1vErW-vCEXxcc_c","446","0","220.861"
"-M8wO1xmDgek47_ZF6Rp","1426","2","221.231"
"-M8wO2-rzz43FQVl_FxT","391","0","221.22"
"-M8wO22PdE1Vg-PJr1PD","3294","2","221.591"
"-M8wO25Uw3g6Zo3JF8Xy","449","0","221.58"
"-M8wO281Cskog6fml1HD","2301","2","221.951"
"-M8wO2B6v0wRX5nVu7zL","452","0","221.94"
"-M8wO2GjtkyTNhdRfM2s","500","0","222.301"
"-M8wO2MMtnmbtX5M4tjE","508","0","222.661"
"-M8wO2Ou7N2e3BDzTmg-","1510","2","223.031"
"-M8wO2RzHSDSTuYBRvv1","464","0","223.02"
"-M8wO2UWjDiir6d8eHlo","2562","2","223.391"
"-M8wO2XboWrIc1pL77DY","462","0","223.381"
"-M8wO2_84xK3cQbzFSya","1082","2","223.751"
"-M8wO2cEs8NsFBKYTKCx","324","0","223.741"
"-M8wO2hrZk3ohmpwj2eT","349","0","224.101"
"-M8wO2nUeH6yk4N0oCmo","340","0","224.46"
"-M8wO2q2WSK4BglXXUXD","952","2","224.832"
"-M8wO2t6I5iHlWKYKlK_","464","0","224.82"
"-M8wO2ve-XiztJMRDNwo","813","2","225.191"
"-M8wO2yjSKLzYnILwg5L","387","0","225.181"
"-M8wO30GWfE7aOpn2zkY","2010","2","225.551"
"-M8wO33MjSD1WOUyMQtz","446","0","225.541"
"-M8wO38z04WJeoKhKi4t","360","0","225.901"
"-M8wO3EbwBKoyMARjwDx","334","0","226.261"
"-M8wO3H9tYPV8Q7288Gn","4967","2","226.631"
"-M8wO3KEeSaz8XAnpoj-","418","0","226.62"
"-M8wO3MmJabFBaY9-Emc","5243","2","226.991"
"-M8wO3PraXJ5zpdgRmiv","680","0","226.98"
"-M8wO3SPF4CPSKac40Tv","5146","2","227.352"
"-M8wO3VUdj1lTFi7zZop","694","0","227.34"
"-M8wO3Y1BlenOqW98xQ5","1970","2","227.711"
"-M8wO3a632s5WQ3LFV2x","660","0","227.7"
"-M8wO3cespBSZWgcb50y","622","2","228.072"
"-M8wO3fjxPaOpRhZTH2p","473","0","228.061"
"-M8wO3iGgT1roSEIsV5-","2444","2","228.431"
"-M8wO3lMeCUYWhAkq_qC","534","0","228.421"
"-M8wO3nuMFqNQPOMJker","1749","2","228.791"
"-M8wO3qz_rBxdVO_pt_M","868","0","228.781"
"-M8wO3tXS0zS9BywvtnQ","661","2","229.152"
"-M8wO3wbH2dJxjojQQ6z","615","0","229.14"
"-M8wO3wpPgf9m82Of7nP","419","1","229.115"
"-M8wO41EHqIIhPJiIeKR","870","0","229.5"
"-M8wO41T4Lgj75hAiXsK","1109","1","229.476"
"-M8wO44OQsAfSkajTyAX","4648","3","229.816"
"-M8wO46rvkxvAvL5YvZM","937","0","229.861"
"-M8wO4A0-vAjECOqElTK","5455","3","230.176"
"-M8wO4CU7Orx63Tz5zgv","1870","0","230.221"
"-M8wO4F1zPs8-GK_04gR","3861","2","230.591"
"-M8wO4I651gs-DcDiFCL","2352","0","230.581"
"-M8wO4KeeTTSNrICSHNf","5038","2","230.952"
"-M8wO4LHfvbJ2R_9F_eF","2050","3","230.896"
"-M8wO4QH2iaSCKWl-893","2777","2","231.311"
"-M8wO4Qt2PkMdrUmmb6d","3306","3","231.256"
"-M8wO4TMmM0kgzlW8pT9","2330","0","231.3"
"-M8wO4VuCkomcuMeFTho","1830","2","231.671"
"-M8wO4WWJDMlNf-Ai73w","1048","3","231.616"
"-M8wO4aX7YIG7_000rQm","1934","2","232.031"
"-M8wO4dbY93Yq9hUAjga","1478","0","232.021"
"-M8wO4g9Ika7S3uZz4H5","1529","2","232.391"
"-M8wO4gmXN_4bntfCCqe","1255","3","232.336"
"-M8wO4jEY8sMpCX2_0Cq","1589","0","232.38"
"-M8wO4lmLkF7LEsyUr2J","1381","2","232.751"
"-M8wO4oruZ4IEbnNs-ZZ","1168","0","232.741"
"-M8wO4rPKMqLFir3Ir6G","2841","2","233.112"
"-M8wO4x0MEtQ3E7Ys3tr","2368","2","233.47"
"-M8wO5-6jENUb4IYNXlG","1820","0","233.461"
"-M8wO51die87VxtH3eZS","1476","2","233.831"
"-M8wO54jnXurxwNw1qCD","1804","0","233.821"
"-M8wO57GZH8sHsv4DjDk","3711","2","234.191"
"-M8wO57uxbstcGpHBCN9","1782","3","234.136"
"-M8wO5ANTe57h45qBe-6","1454","0","234.181"
"-M8wO5DWQBPv9ze5siP3","2460","3","234.496"
"-M8wO5FzFI9seIULBKQa","1587","0","234.54"
"-M8wO5J8EaLnmL5dkI1Q","2353","3","234.856"
"-M8wO5JDtPH5Y21KvBoQ","2262","4","234.787"
"-M8wO5LbeW1RwDfy0Q5w","1298","0","234.901"
"-M8wO5OlklyulIJalTDL","1538","3","235.216"
"-M8wO5REn5f6a-X-3fgy","1118","0","235.261"
"-M8wO5RTSHJ4yy38MfLg","1066","1","235.236"
"-M8wO5UO0TRq3KQM4mUT","1138","3","235.576"
"-M8wO5WrFZpQYbLjDqGF","1110","0","235.621"
"-M8wO5_0TAPeFzC1pKPs","3851","3","235.936"
"-M8wO5bUg0z-Heaj7Y_R","1236","0","235.981"
"-M8wO5edIdJk-1xYM28r","1770","3","236.296"
"-M8wO5h6hToy-mnubtbM","966","0","236.341"
"-M8wO5kLY4KuBqELAxB_","1403","4","236.586"
"-M8wO5mjzrEmsDzlgDDr","1206","0","236.701"
"-M8wO5pHaclwpWYqxkTv","1659","2","237.072"
"-M8wO5sMMGEi_Phf0FZE","1272","0","237.061"
"-M8wO5ut3Q51Xy3tPD-v","1994","2","237.431"
"-M8wO5xz9sBsUgcFerOr","868","0","237.421"
"-M8wO6-Xkv4Zn5EVWUbY","1935","2","237.791"
"-M8wO609TJkUdJerzKNe","1646","3","237.736"
"-M8wO62c-iXVRduuURO3","913","0","237.781"
"-M8wO65879VagVMd839D","731","2","238.151"
"-M8wO65ldkrz_c8KTqZy","1358","3","238.096"
"-M8wO68EtItJegBmfuEJ","987","0","238.141"
"-M8wO6AmaH_fLPObAZNS","739","2","238.511"
"-M8wO6BORnu_i4llC7vC","2387","3","238.456"
"-M8wO6DrgVylkSU25w4B","917","0","238.501"
"-M8wO6GPea5ytWAqyOsh","1898","2","238.872"
"-M8wO6H01I2prMqb3-P8","2457","3","238.816"
"-M8wO6JUMzOwp5O5BmLM","706","0","238.861"
"-M8wO6M16F7_PiBKSYJz","1344","2","239.232"
"-M8wO6MdvltfYBRkQgeG","1569","3","239.176"
"-M8wO6P6IWP56me4YRnI","682","0","239.221"
"-M8wO6RdHbwhE43MLgYU","1205","2","239.591"
"-M8wO6SGXdaOQ2VB9A3O","3455","3","239.536"
"-M8wO6UjNTWvFrKTDQQ3","694","0","239.58"
"-M8wO6XHPPeS4LM0_vTw","1018","2","239.951"
"-M8wO6XtYyacgVbrVipN","1899","3","239.896"
"-M8wO6_N9XdOtFpj_da9","507","0","239.941"
"-M8wO6buWYtNkDki4bW0","1734","2","240.311"
"-M8wO6cWh8P1HM0B4H80","2219","3","240.256"
"-M8wO6ezZLTFUPW2ubsk","634","0","240.301"
"-M8wO6hWEoucVFc6l_lG","656","2","240.671"
"-M8wO6i8DK8SU9uFDrd9","6441","3","240.616"
"-M8wO6kbAm04a0IXzHEB","658","0","240.661"
"-M8wO6nlbU9P9n4RMlER","6503","3","240.976"
"-M8wO6ntdQj4RvC3jp9j","8150","4","240.909"
"-M8wO6qEDm9UZF6kAQzy","464","0","241.021"
"-M8wO6smL2BbVcnkhAUf","1466","2","241.391"
"-M8wO6tO0dlpYBTVdbdb","1169","3","241.336"
"-M8wO6vrCXPzLXm4h_fb","542","0","241.381"
"-M8wO6w5ByTmQas6UYfZ","391","1","241.355"
"-M8wO6yPjOMB8ZPzF9IQ","1989","2","241.751"
"-M8wO6z0x4WRaEbt5RvK","1972","3","241.696"
"-M8wO70U-h3nTMVnufId","712","0","241.741"
"-M8wO70icdURq61w5o9N","444","1","241.715"
"-M8wO731TsSeKdyrnzBP","1065","2","242.111"
"-M8wO73dYgUGoGv8Zsnh","1278","3","242.056"
"-M8wO73mds2Crvt1oY1I","5388","4","241.991"
"-M8wO766jL9xOmxz6Uas","983","0","242.1"
"-M8wO78eDFdT1V7C3oCQ","1909","2","242.471"
"-M8wO79GOGSX80Ss_Uez","1182","3","242.416"
"-M8wO79QK52VrKIiSqh0","7770","4","242.351"
"-M8wO7Bj2qmrqlFg03QT","492","0","242.461"
"-M8wO7EHBrhNKsjss8zb","2321","2","242.831"
"-M8wO7F1Njw6x97RKTuz","1663","4","242.711"
"-M8wO7HMsarPfwsyyUl4","470","0","242.821"
"-M8wO7KesRtkQL2WdZTB","1666","4","243.07"
"-M8wO7Mzd2mAGudsYJmv","1110","0","243.18"
"-M8wO7PXZHsx1S6oLRpU","1510","2","243.551"
"-M8wO7QGgxi667lW5GLo","1100","4","243.429"
"-M8wO7V9xHODYckm2AGv","1597","2","243.911"
"-M8wO7Vy-fmH5A0RCbhB","1107","4","243.794"
"-M8wO7YEL-2z2kninPmm","426","0","243.901"
